,movie,chapter,character,dialog,Unnamed: 0,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
7531,Harry Potter and the Half-Blood Prince,Horace Slughorn,harry potter,sir,86.0,male,2009,['sir'],sir,['sir'],sir
7532,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,hedwig  mum!,87.0,female,2009,"['hedwig', 'mum', '!']",hedwig mum !,"['hedwig', 'mum', '!']",hedwig mum !
7533,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,exactly  how'd you guess,88.0,female,2009,"['exactly', 'guess']",exactly guess,"['exactly', 'guess']",exactly guess
7534,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,i'm joking mum,89.0,female,2009,"['I', 'joke', 'mum']",I joke mum,"['joke', 'mum']",joke mum
7535,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,you're worse than fred and george,90.0,female,2009,"['bad', 'fre', 'george']",bad fre george,"['bad', 'fre', 'george']",bad fre george
7536,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,now you're joking  i was only wondering when harry got here,91.0,female,2009,"['joke', 'I', 'wonder', 'harry', 'get']",joke I wonder harry get,"['joke', 'wonder', 'harry']",joke wonder harry
7537,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,harry who,92.0,female,2009,['harry'],harry,['harry'],harry
7538,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,harry dimpleton  harry potter of course,93.0,female,2009,"['harry', 'dimpleton', 'harry', 'potter', 'course']",harry dimpleton harry potter course,"['harry', 'dimpleton', 'harry', 'potter', 'course']",harry dimpleton harry potter course
7539,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,i think i'd know if harry potter was in my house wouldn't i,94.0,female,2009,"['I', 'think', 'I', 'would', 'know', 'harry', 'potter', 'house', 'would', 'not', 'I']",I think I would know harry potter house would not I,"['think', 'harry', 'potter', 'house']",think harry potter house
7540,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,well his trunk's in the kitchen and his owl,95.0,female,2009,"['well', 'trunk', ""'s"", 'kitchen', 'owl']",well trunk 's kitchen owl,"['trunk', 'kitchen', 'owl']",trunk kitchen owl
7541,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,i seriously doubt that,96.0,female,2009,"['I', 'seriously', 'doubt']",I seriously doubt,"['seriously', 'doubt']",seriously doubt
7542,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,harry  did someone say harry,97.0,male,2009,"['harry', 'someone', 'say', 'harry']",harry someone say harry,"['harry', 'someone', 'harry']",harry someone harry
7543,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,me nosy  is he up there with you,98.0,female,2009,"['I', 'nosy']",I nosy,['nosy'],nosy
7544,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,'course not  think i'd know if my best friend was in my room wouldn't i,99.0,male,2009,"[""'"", 'course', 'not', 'think', 'I', 'would', 'know', 'good', 'friend', 'room', 'would', 'not', 'I']",' course not think I would know good friend room would not I,"[""'"", 'course', 'think', 'good', 'friend', 'room']",' course think good friend room
7545,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,was that an owl i heard,100.0,female,2009,"['owl', 'I', 'hear']",owl I hear,"['owl', 'hear']",owl hear
7546,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,harry's  haven't seen him have you  apparently he's wandering about the house,101.0,female,2009,"['harry', ""'s"", 'not', 'see', 'apparently', 'wander', 'house']",harry 's not see apparently wander house,"['harry', 'apparently', 'wander', 'house']",harry apparently wander house
7547,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,really,102.0,female,2009,['really'],really,['really'],really
7549,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,harry!,104.0,male,2009,"['harry', '!']",harry !,"['harry', '!']",harry !
7550,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,harry!,105.0,female,2009,"['harry', '!']",harry !,"['harry', '!']",harry !
7551,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,but why didn't you tell us you were coming,106.0,female,2009,"['not', 'tell', 'come']",not tell come,['tell'],tell
7552,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,didn't know dumbledore,107.0,male,2009,"['not', 'know', 'dumbledore']",not know dumbledore,['dumbledore'],dumbledore
7553,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,that man  but then what would we do without him  ron!,108.0,female,2009,"['man', 'would', 'without', 'ron', '!']",man would without ron !,"['man', 'without', 'ron', '!']",man without ron !
7554,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,you've a bit of,109.0,male,2009,['bit'],bit,['bit'],bit
7555,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,when'd you get here,110.0,male,2009,"['would', 'get']",would get,[],
7556,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,a few days ago  though for a bit i wasn't sure i was coming,111.0,female,2009,"['day', 'ago', 'though', 'bit', 'I', 'not', 'sure', 'I', 'come']",day ago though bit I not sure I come,"['day', 'ago', 'though', 'bit', 'sure']",day ago though bit sure
7557,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,mum sort of lost it last week said ginny and i had no business going back to hogwarts  that it's too dangerous,112.0,male,2009,"['mum', 'sort', 'lose', 'last', 'week', 'say', 'ginny', 'I', 'business', 'go', 'back', 'hogwart', 'dangerous']",mum sort lose last week say ginny I business go back hogwart dangerous,"['mum', 'sort', 'lose', 'last', 'week', 'ginny', 'business', 'back', 'hogwart', 'dangerous']",mum sort lose last week ginny business back hogwart dangerous
7558,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,oh come on,113.0,male,2009,"['oh', 'come']",oh come,['oh'],oh
7559,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,she's not alone  even my parents  and they're muggles  know something bad is happening,114.0,female,2009,"['not', 'alone', 'even', 'parent', 'muggle', 'know', 'something', 'bad', 'happen']",not alone even parent muggle know something bad happen,"['alone', 'even', 'parent', 'muggle', 'something', 'bad', 'happen']",alone even parent muggle something bad happen
7560,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,anyway dad stepped in told her she was being barmy  took a day or two but she came round,115.0,male,2009,"['anyway', 'dad', 'step', 'tell', 'barmy', 'take', 'day', 'two', 'come', 'round']",anyway dad step tell barmy take day two come round,"['anyway', 'dad', 'step', 'tell', 'barmy', 'take', 'day', 'two', 'round']",anyway dad step tell barmy take day two round
7561,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,but we're talking about hogwarts dumbledore what could be safer,116.0,male,2009,"['talk', 'hogwart', 'dumbledore', 'could', 'safe']",talk hogwart dumbledore could safe,"['talk', 'hogwart', 'dumbledore', 'could', 'safe']",talk hogwart dumbledore could safe
7562,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,there's been a lot of chatter lately  that he's gotten old,117.0,female,2009,"['lot', 'chatter', 'lately', 'get', 'old']",lot chatter lately get old,"['lot', 'chatter', 'lately', 'old']",lot chatter lately old
7563,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,rubbish  he's only  what,118.0,male,2009,['rubbish'],rubbish,['rubbish'],rubbish
7564,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,a hundred and fifty  give or take a few years,119.0,male,2009,"['hundred', 'fifty', 'give', 'take', 'year']",hundred fifty give take year,"['hundred', 'fifty', 'give', 'take', 'year']",hundred fifty give take year
7565,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,step up!  step up!,120.0,male,2009,"['step', '!', 'step', '!']",step ! step !,"['step', '!', 'step', '!']",step ! step !
7566,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,step up!  step up!,121.0,male,2009,"['step', '!', 'step', '!']",step ! step !,"['step', '!', 'step', '!']",step ! step !
7567,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,we've got fainting fancy,122.0,male,2009,"['get', 'faint', 'fancy']",get faint fancy,"['faint', 'fancy']",faint fancy
7568,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,nosebleed nougats,123.0,male,2009,"['nosebleed', 'nougat']",nosebleed nougat,"['nosebleed', 'nougat']",nosebleed nougat
7569,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,and just in time for school,124.0,male,2009,"['time', 'school']",time school,"['time', 'school']",time school
7570,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,puking pastilles!,125.0,male,2009,"['puking', 'pastille', '!']",puking pastille !,"['puking', 'pastille', '!']",puking pastille !
7571,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,into the cauldron handsome,126.0,male,2009,"['cauldron', 'handsome']",cauldron handsome,"['cauldron', 'handsome']",cauldron handsome
7572,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,into the cauldron handsome,127.0,male,2009,"['cauldron', 'handsome']",cauldron handsome,"['cauldron', 'handsome']",cauldron handsome
7573,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,what'd you think harry,128.0,male,2009,"['would', 'think', 'harry']",would think harry,"['think', 'harry']",think harry
7574,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,amazing,129.0,male,2009,['amazing'],amazing,['amazing'],amazing
7575,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,pocket that and you'll pay in more than galleons my friend,130.0,male,2009,"['pocket', 'pay', 'galleon', 'friend']",pocket pay galleon friend,"['pocket', 'pay', 'galleon', 'friend']",pocket pay galleon friend
7576,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,we've got eyes in the back of our heads,131.0,male,2009,"['get', 'eye', 'back', 'head']",get eye back head,"['eye', 'back', 'head']",eye back head
7577,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,bloody urchins,132.0,male,2009,"['bloody', 'urchin']",bloody urchin,"['bloody', 'urchin']",bloody urchin
7578,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,peruvian instant darkness powder,133.0,male,2009,"['peruvian', 'instant', 'darkness', 'powder']",peruvian instant darkness powder,"['peruvian', 'instant', 'darkness', 'powder']",peruvian instant darkness powder
7579,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,a real money spinner that,134.0,male,2009,"['real', 'money', 'spinner']",real money spinner,"['real', 'money', 'spinner']",real money spinner
7580,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,handy if you need to make a quick escape  hello ladies!,135.0,male,2009,"['handy', 'need', 'make', 'quick', 'escape', 'hello', 'lady', '!']",handy need make quick escape hello lady !,"['handy', 'need', 'make', 'quick', 'escape', 'hello', 'lady', '!']",handy need make quick escape hello lady !
7581,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,yes they do really work,136.0,male,2009,"['yes', 'really', 'work']",yes really work,"['yes', 'really', 'work']",yes really work
7582,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,then again the way we hear it sis you're doing just fine on your own,137.0,male,2009,"['way', 'hear', 'sis', 'fine']",way hear sis fine,"['way', 'hear', 'sis', 'fine']",way hear sis fine
7583,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,meaning,138.0,female,2009,['mean'],mean,['mean'],mean
7584,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,are you not currently dating dean thomas,139.0,male,2009,"['not', 'currently', 'date', 'dean', 'thomas']",not currently date dean thomas,"['currently', 'date', 'dean', 'thomas']",currently date dean thomas
7585,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,none of your business,140.0,female,2009,"['none', 'business']",none business,"['none', 'business']",none business
7586,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,these are adorable,141.0,female,2009,['adorable'],adorable,['adorable'],adorable
7587,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,aren't they now  pygmy puffs can't breed them fast enough,142.0,male,2009,"['not', 'pygmy', 'puff', 'not', 'breed', 'fast', 'enough']",not pygmy puff not breed fast enough,"['pygmy', 'puff', 'breed', 'fast', 'enough']",pygmy puff breed fast enough
7588,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,how much for this,143.0,male,2009,['much'],much,['much'],much
7589,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,five galleons,144.0,male,2009,"['five', 'galleon']",five galleon,"['five', 'galleon']",five galleon
7590,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,five galleons,145.0,male,2009,"['five', 'galleon']",five galleon,"['five', 'galleon']",five galleon
7594,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,but i'm your brother!,149.0,male,2009,"['I', 'brother', '!']",I brother !,"['brother', '!']",brother !
7595,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,ten galleons,150.0,male,2009,"['ten', 'galleon']",ten galleon,"['ten', 'galleon']",ten galleon
